id,format,category,subcategory,difficulty,title,body,code_snippet,code_language,options,correct_answer,hint_1,hint_2,explanation,explanation_code,reference_url,is_active,times_served,times_correct,created_at
47bf0d20-9dc5-462f-a242-264cf3dc2d48,multiple_choice,web_fundamentals,browser_apis,5,IntersectionObserver API의 rootMargin 옵션의 역할은 무엇인가요?,,"const observer = new IntersectionObserver(callback, {
  root: null,
  rootMargin: '0px 0px -50% 0px',
  threshold: 0
});",javascript,"[{""id"":""a"",""text"":""관찰 대상 요소에 마진을 추가한다"",""isCorrect"":false},{""id"":""b"",""text"":""루트 요소의 바운딩 박스를 확장하거나 축소한다"",""isCorrect"":true},{""id"":""c"",""text"":""콜백 실행을 지연시킨다"",""isCorrect"":false},{""id"":""d"",""text"":""교차 비율의 최소값을 설정한다"",""isCorrect"":false}]",b,rootMargin은 CSS margin 속성과 유사한 문법을 사용합니다.,이 옵션은 root의 경계(bounding box)를 수정하여 교차 판정 영역을 조절합니다.,"rootMargin은 루트 요소의 바운딩 박스를 확장하거나 축소합니다. 예제에서 '0px 0px -50% 0px'은 루트의 하단 경계를 50% 축소하여, 요소가 뷰포트 상단 절반에 진입했을 때만 교차로 판정합니다. 이를 활용하면 lazy loading이나 무한 스크롤 등에서 트리거 시점을 세밀하게 조절할 수 있습니다.",null,https://developer.mozilla.org/ko/docs/Web/API/IntersectionObserver,true,0,0,2026-02-23 06:46:09.912366+00
eb867b11-e5b9-45a6-ba3f-bd9a30a07e33,multiple_choice,nextjs,data_fetching,5,다음 Next.js 코드에서 generateStaticParams의 역할과 동작 결과는 무엇인가요?,,"// app/blog/[slug]/page.tsx
export async function generateStaticParams() {
  const posts = await fetch('https://api.example.com/posts').then(r => r.json());
  return posts.map((post: any) => ({
    slug: post.slug,
  }));
}

export default async function Post({ params }: { params: { slug: string } }) {
  const post = await fetch(`https://api.example.com/posts/${params.slug}`).then(r => r.json());
  return <article>{post.title}</article>;
}",typescript,"[{""id"":""a"",""text"":""모든 블로그 페이지가 요청 시마다 서버에서 렌더링된다"",""isCorrect"":false},{""id"":""b"",""text"":""빌드 시 모든 블로그 페이지가 정적으로 생성된다"",""isCorrect"":true},{""id"":""c"",""text"":""클라이언트에서 동적으로 라우트가 생성된다"",""isCorrect"":false},{""id"":""d"",""text"":""slug 파라미터의 유효성만 검사한다"",""isCorrect"":false}]",b,generateStaticParams는 Pages Router의 getStaticPaths와 유사한 역할을 합니다.,이 함수는 빌드 시점에 동적 라우트의 가능한 파라미터 목록을 생성하여 정적 페이지를 미리 만듭니다.,generateStaticParams는 빌드 시점에 동적 라우트 세그먼트에 대해 정적으로 생성할 파라미터 목록을 반환합니다. 반환된 각 slug에 대해 페이지가 정적으로 생성(SSG)됩니다. 이는 Pages Router의 getStaticPaths + getStaticProps 조합과 동일한 역할을 합니다.,null,https://nextjs.org/docs/app/api-reference/functions/generate-static-params,true,0,0,2026-02-23 06:46:09.912366+00
90b2d586-6d33-4f4a-96d7-0d8fbc5dc63e,multiple_choice,css,selectors,5,CSS 선택자 특이성(Specificity)이 가장 높은 것은 무엇인가요?,"동일한 요소에 여러 선택자가 적용될 때, 어떤 스타일이 우선 적용되는지 묻는 질문입니다.","/* A */ .nav .item { color: red; }
/* B */ nav > .item { color: blue; }
/* C */ #main .item { color: green; }
/* D */ .nav .list .item { color: orange; }",css,"[{""id"":""a"",""text"":""A: .nav .item"",""isCorrect"":false},{""id"":""b"",""text"":""B: nav > .item"",""isCorrect"":false},{""id"":""c"",""text"":""C: #main .item"",""isCorrect"":true},{""id"":""d"",""text"":""D: .nav .list .item"",""isCorrect"":false}]",c,"특이성은 ID, 클래스, 요소 선택자의 개수로 계산됩니다.",ID 선택자(#)는 클래스 선택자(.)보다 특이성이 훨씬 높습니다. ID 하나가 클래스 여러 개보다 우선합니다.,"CSS 특이성 계산: A(0,2,0) - 클래스 2개, B(0,1,1) - 클래스 1개 + 요소 1개, C(1,1,0) - ID 1개 + 클래스 1개, D(0,3,0) - 클래스 3개. ID 선택자가 포함된 C의 특이성이 가장 높으므로 green이 적용됩니다.",null,https://developer.mozilla.org/ko/docs/Web/CSS/Specificity,true,0,0,2026-02-23 06:46:09.912366+00
a2d49a7d-c302-46b0-936d-50ff9f0351a4,true_false,web_fundamentals,security,5,CORS(Cross-Origin Resource Sharing)에서 preflight 요청은 항상 OPTIONS 메서드를 사용한다.,,null,javascript,"[{""id"":""true"",""text"":""참 (True)"",""isCorrect"":true},{""id"":""false"",""text"":""거짓 (False)"",""isCorrect"":false}]",true,Preflight 요청은 실제 요청 전에 서버가 해당 요청을 허용하는지 확인하기 위한 것입니다.,브라우저가 자동으로 보내는 사전 요청의 HTTP 메서드를 생각해보세요.,"CORS preflight 요청은 항상 HTTP OPTIONS 메서드를 사용합니다. 브라우저는 실제 교차 출처 요청을 보내기 전에 OPTIONS 요청으로 서버에 허용 여부를 확인합니다. 서버는 Access-Control-Allow-Origin, Access-Control-Allow-Methods 등의 헤더로 응답합니다.",null,https://developer.mozilla.org/ko/docs/Web/HTTP/CORS,true,0,0,2026-02-23 06:46:09.912366+00
057f58a0-c5fd-46ac-908a-455a338fec19,code_output,css,animations,5,다음 CSS 코드에서 transition이 적용되지 않는 경우는 무엇인가요?,,".element {
  transition: height 0.3s ease;
  height: auto;
}

.element.expanded {
  height: 500px;
}",css,"[{""id"":""a"",""text"":"".expanded 클래스를 추가하면 부드럽게 전환된다"",""isCorrect"":false},{""id"":""b"",""text"":"".expanded 클래스를 제거하면 부드럽게 전환된다"",""isCorrect"":false},{""id"":""c"",""text"":""height: auto에서 500px로의 전환은 애니메이션되지 않는다"",""isCorrect"":true},{""id"":""d"",""text"":""transition 속성 문법이 잘못되어 전혀 작동하지 않는다"",""isCorrect"":false}]",c,CSS transition은 모든 속성 값 변화에 대해 작동하지는 않습니다.,height: auto는 계산된 값이 아닌 키워드 값이므로 transition이 보간할 수 없습니다.,"CSS transition은 auto 값에서 특정 값(또는 그 반대)으로의 전환을 애니메이션할 수 없습니다. 브라우저가 auto의 실제 계산값을 보간에 사용하지 않기 때문입니다. 이 문제를 해결하려면 max-height를 사용하거나, JavaScript로 실제 높이를 계산하여 설정하는 방법이 있습니다.","/* 대안: max-height 사용 */
.element {
  transition: max-height 0.3s ease;
  max-height: 0;
  overflow: hidden;
}
.element.expanded {
  max-height: 500px;
}",https://developer.mozilla.org/ko/docs/Web/CSS/CSS_transitions/Using_CSS_transitions,true,0,0,2026-02-23 06:46:09.912366+00
e5020d41-0af5-49c9-8906-564ba38d723b,multiple_choice,nextjs,caching,5,Next.js App Router에서 revalidatePath와 revalidateTag의 차이점은 무엇인가요?,서버 액션 또는 API 라우트에서 캐시를 무효화하는 두 가지 방법에 대한 질문입니다.,null,typescript,"[{""id"":""a"",""text"":""둘 다 동일한 기능이며 호환 가능하다"",""isCorrect"":false},{""id"":""b"",""text"":""revalidatePath는 경로 기반, revalidateTag는 태그 기반으로 캐시를 무효화한다"",""isCorrect"":true},{""id"":""c"",""text"":""revalidatePath는 클라이언트에서, revalidateTag는 서버에서만 동작한다"",""isCorrect"":false},{""id"":""d"",""text"":""revalidateTag가 더 빠르므로 항상 우선 사용해야 한다"",""isCorrect"":false}]",b,"하나는 URL 경로를 기반으로, 다른 하나는 fetch에 부여한 태그를 기반으로 동작합니다.",revalidateTag를 사용하면 특정 태그가 지정된 모든 fetch 캐시를 한 번에 무효화할 수 있습니다.,"revalidatePath는 특정 URL 경로에 연관된 캐시를 무효화하고, revalidateTag는 fetch 요청 시 next.tags 옵션으로 지정한 태그와 연결된 모든 캐시를 무효화합니다. revalidateTag가 더 세밀한 캐시 제어를 가능하게 합니다.","// 태그 기반 캐시
fetch('https://api.example.com/posts', {
  next: { tags: ['posts'] }
});

// Server Action에서 태그 무효화
'use server';
import { revalidateTag } from 'next/cache';
export async function updatePost() {
  revalidateTag('posts');
}",https://nextjs.org/docs/app/api-reference/functions/revalidateTag,true,0,0,2026-02-23 06:46:09.912366+00
14f479fd-b6c9-4cff-929d-951304021d69,code_output,web_fundamentals,performance,6,다음 코드에서 리소스 로딩 최적화와 관련하여 올바른 설명은?,,"<head>
  <link rel=""preconnect"" href=""https://fonts.googleapis.com"">
  <link rel=""preload"" href=""/critical.css"" as=""style"">
  <link rel=""prefetch"" href=""/about-page-data.json"">
</head>",html,"[{""id"":""a"",""text"":""세 가지 모두 동일한 우선순위로 리소스를 로딩한다"",""isCorrect"":false},{""id"":""b"",""text"":""preload가 가장 높은 우선순위, prefetch가 가장 낮은 우선순위이다"",""isCorrect"":true},{""id"":""c"",""text"":""prefetch가 가장 먼저 실행된다"",""isCorrect"":false},{""id"":""d"",""text"":""preconnect는 리소스를 미리 다운로드한다"",""isCorrect"":false}]",b,각 리소스 힌트의 목적과 우선순위가 다릅니다.,"preload는 현재 페이지에 필수적인 리소스, prefetch는 미래 탐색을 위한 리소스, preconnect는 연결만 미리 수립합니다.",preload는 현재 페이지에서 곧 필요한 리소스를 높은 우선순위로 미리 가져옵니다. preconnect는 외부 도메인에 대한 TCP/TLS 연결만 미리 수립합니다(리소스 다운로드는 안 함). prefetch는 브라우저 유휴 시간에 낮은 우선순위로 미래에 필요할 리소스를 미리 가져옵니다.,null,https://web.dev/preconnect-and-dns-prefetch/,true,0,0,2026-02-23 06:46:09.912366+00
249f786c-905b-4b7a-b603-ee2878c34779,multiple_choice,nextjs,middleware,6,Next.js Middleware에서 사용할 수 없는 Node.js API는 무엇인가요?,"Middleware는 Edge Runtime에서 실행되며, 일부 Node.js API가 제한됩니다.",null,typescript,"[{""id"":""a"",""text"":""Request / Response Web API"",""isCorrect"":false},{""id"":""b"",""text"":""crypto.subtle"",""isCorrect"":false},{""id"":""c"",""text"":""fs.readFileSync"",""isCorrect"":true},{""id"":""d"",""text"":""URL / URLSearchParams"",""isCorrect"":false}]",c,Middleware는 Edge Runtime에서 실행됩니다.,Edge Runtime은 파일 시스템 접근이나 Node.js 전용 모듈을 지원하지 않습니다.,"Next.js Middleware는 Edge Runtime에서 실행되므로 Node.js의 fs, path, child_process 같은 서버 전용 모듈을 사용할 수 없습니다. Web API(Request, Response, URL, crypto.subtle 등)는 사용 가능합니다. 파일 시스템 접근이 필요하면 API Route에서 처리해야 합니다.",null,https://nextjs.org/docs/app/building-your-application/routing/middleware#runtime,true,0,0,2026-02-23 06:46:09.912366+00
d4e9f922-5b16-4103-87b3-99c258bdb3a5,true_false,css,flexbox_grid,6,CSS Grid의 subgrid 기능을 사용하면 자식 그리드가 부모 그리드의 트랙 정의를 상속받을 수 있다.,,null,css,"[{""id"":""true"",""text"":""참 (True)"",""isCorrect"":true},{""id"":""false"",""text"":""거짓 (False)"",""isCorrect"":false}]",true,subgrid는 CSS Grid Level 2 스펙에 포함된 기능입니다.,"grid-template-columns: subgrid 또는 grid-template-rows: subgrid로 사용하며, 부모의 그리드 라인을 그대로 사용합니다.",CSS subgrid를 사용하면 중첩된 그리드 컨테이너가 부모 그리드의 행/열 트랙 정의를 상속받을 수 있습니다. 이를 통해 중첩된 요소들이 부모 그리드의 라인에 정렬될 수 있어 복잡한 레이아웃 정렬 문제를 해결합니다.,".parent {
  display: grid;
  grid-template-columns: 1fr 2fr 1fr;
}
.child {
  display: grid;
  grid-column: 1 / -1;
  grid-template-columns: subgrid;
}",https://developer.mozilla.org/ko/docs/Web/CSS/CSS_grid_layout/Subgrid,true,0,0,2026-02-23 06:46:09.912366+00
acf64ffa-76f5-47f2-9617-d0e0f76fc18c,multiple_choice,web_fundamentals,accessibility,6,다음 HTML에서 접근성 문제가 있는 부분은 무엇인가요?,,"<div onclick=""handleClick()"" style=""cursor: pointer;"">
  클릭하세요
</div>

<img src=""banner.jpg"">

<input type=""text"" placeholder=""이름을 입력하세요"">",html,"[{""id"":""a"",""text"":""div에 onclick만 있고, img에 alt가 없고, input에 label이 없다 - 모두 문제가 있다"",""isCorrect"":true},{""id"":""b"",""text"":""img에 alt가 없는 것만 문제이다"",""isCorrect"":false},{""id"":""c"",""text"":""input에 placeholder가 있으므로 label은 불필요하다"",""isCorrect"":false},{""id"":""d"",""text"":""접근성 문제가 없다"",""isCorrect"":false}]",a,"각 요소를 키보드 접근성, 시맨틱 마크업, 보조 기술 호환성 관점에서 검토하세요.","클릭 가능한 요소는 button을 사용해야 하고, 이미지에는 alt 텍스트가, 입력 필드에는 연관된 label이 필요합니다.","세 가지 모두 접근성 문제가 있습니다. (1) div에 onclick을 사용하면 키보드 접근이 불가능하므로 button 태그를 사용해야 합니다. (2) img에 alt 속성이 없으면 스크린 리더가 이미지 내용을 전달할 수 없습니다. (3) placeholder는 label을 대체할 수 없으며, 시각적으로 보이지 않더라도 label 요소가 필요합니다.","<!-- 개선된 코드 -->
<button onclick=""handleClick()"">클릭하세요</button>

<img src=""banner.jpg"" alt=""프로모션 배너 이미지"">

<label for=""name"">이름</label>
<input type=""text"" id=""name"" placeholder=""이름을 입력하세요"">",https://developer.mozilla.org/ko/docs/Learn/Accessibility,true,0,0,2026-02-23 06:46:09.912366+00
1e27dcad-e418-4fdd-a8da-39a919cbd894,multiple_choice,nextjs,deployment,6,Next.js의 output: 'standalone' 설정의 목적은 무엇인가요?,next.config.js에서 output 설정을 변경하면 빌드 결과물에 어떤 변화가 생기는지 묻는 질문입니다.,"// next.config.js
module.exports = {
  output: 'standalone',
};",javascript,"[{""id"":""a"",""text"":""정적 HTML만 생성하여 CDN에 배포 가능하게 한다"",""isCorrect"":false},{""id"":""b"",""text"":""node_modules 없이 독립 실행 가능한 빌드를 생성한다"",""isCorrect"":true},{""id"":""c"",""text"":""클라이언트 사이드 렌더링만 활성화한다"",""isCorrect"":false},{""id"":""d"",""text"":""개발 서버를 프로덕션 모드로 실행한다"",""isCorrect"":false}]",b,Docker 컨테이너 환경에서의 배포를 생각해보세요.,이 설정은 필요한 파일만 추출하여 node_modules 전체를 복사하지 않아도 되게 합니다.,output: 'standalone'은 필요한 파일만 포함하는 독립 실행형 폴더를 생성합니다. node_modules에서 실제 필요한 파일만 추출하므로 Docker 이미지 크기를 대폭 줄일 수 있습니다. .next/standalone 폴더에 server.js와 필수 파일들이 생성되어 node server.js만으로 서버를 시작할 수 있습니다.,null,https://nextjs.org/docs/app/api-reference/next-config-js/output,true,0,0,2026-02-23 06:46:09.912366+00
8c407587-1551-405b-a2a3-5fa80cea0d2e,code_output,css,responsive,6,다음 CSS Container Query 코드의 동작 결과는 무엇인가요?,,".card-container {
  container-type: inline-size;
  container-name: card;
}

.card-title {
  font-size: 1rem;
}

@container card (min-width: 400px) {
  .card-title {
    font-size: 1.5rem;
  }
}",css,"[{""id"":""a"",""text"":""뷰포트 너비가 400px 이상이면 폰트 크기가 변경된다"",""isCorrect"":false},{""id"":""b"",""text"":"".card-container의 너비가 400px 이상이면 폰트 크기가 변경된다"",""isCorrect"":true},{""id"":""c"",""text"":""문법 오류로 작동하지 않는다"",""isCorrect"":false},{""id"":""d"",""text"":"".card-title 요소의 너비가 400px 이상이면 변경된다"",""isCorrect"":false}]",b,Container Query는 미디어 쿼리와 비슷하지만 기준이 다릅니다.,@container는 뷰포트가 아닌 지정된 컨테이너 요소의 크기를 기준으로 스타일을 적용합니다.,CSS Container Query는 뷰포트가 아닌 부모 컨테이너의 크기에 따라 스타일을 변경합니다. container-type: inline-size가 설정된 .card-container의 인라인 크기(너비)가 400px 이상이면 .card-title의 폰트 크기가 1.5rem으로 변경됩니다. 이를 통해 컴포넌트 수준의 반응형 디자인이 가능합니다.,null,https://developer.mozilla.org/ko/docs/Web/CSS/CSS_containment/Container_queries,true,0,0,2026-02-23 06:46:09.912366+00
80b3b6e8-0e31-4f40-900a-3323bfb7b6e5,multiple_choice,nextjs,routing,7,Next.js App Router에서 Parallel Routes와 Intercepting Routes를 함께 사용하는 대표적인 패턴은?,고급 라우팅 패턴에 대한 질문입니다.,null,typescript,"[{""id"":""a"",""text"":""API 요청을 병렬로 처리하기 위한 패턴"",""isCorrect"":false},{""id"":""b"",""text"":""모달을 URL과 동기화하면서 현재 페이지 위에 표시하는 패턴"",""isCorrect"":true},{""id"":""c"",""text"":""여러 페이지를 동시에 프리렌더링하는 패턴"",""isCorrect"":false},{""id"":""d"",""text"":""A/B 테스트를 위해 두 가지 버전의 페이지를 동시에 보여주는 패턴"",""isCorrect"":false}]",b,"Instagram이나 Facebook의 사진 모달처럼, URL이 변경되면서도 현재 페이지가 유지되는 패턴을 생각해보세요.","Intercepting Routes(@슬롯)로 모달 컨텐츠를 가로채고, Parallel Routes로 모달과 배경 페이지를 동시에 렌더링합니다.","Parallel Routes(@슬롯)와 Intercepting Routes((..)경로)를 결합하면 모달 패턴을 구현할 수 있습니다. 예를 들어 갤러리에서 사진을 클릭하면 URL이 /photo/123으로 변경되면서 모달로 표시되고, 직접 URL로 접근하면 전체 페이지로 렌더링됩니다. 이 패턴은 URL 공유가 가능하면서도 자연스러운 모달 UX를 제공합니다.","// 폴더 구조
// app/@modal/(.)photo/[id]/page.tsx  -> 모달로 표시
// app/photo/[id]/page.tsx            -> 전체 페이지로 표시
// app/layout.tsx                     -> 두 슬롯을 모두 렌더링",https://nextjs.org/docs/app/building-your-application/routing/intercepting-routes,true,0,0,2026-02-23 06:46:09.912366+00
ba9fa5ff-d307-466d-a2c5-120a0e5ad288,multiple_choice,css,selectors,7,CSS :has() 선택자의 기능과 올바른 사용 예시는 무엇인가요?,,"/* 특정 조건의 부모를 선택 */
.card:has(> img) {
  padding: 0;
}

.form-group:has(:invalid) {
  border-color: red;
}",css,"[{""id"":""a"",""text"":"":has()는 자식 요소의 존재에 따라 부모 요소를 선택할 수 있는 관계형 선택자이다"",""isCorrect"":true},{""id"":""b"",""text"":"":has()는 요소가 특정 속성을 가지고 있는지 확인하는 선택자이다"",""isCorrect"":false},{""id"":""c"",""text"":"":has()는 JavaScript에서만 사용할 수 있는 DOM 메서드이다"",""isCorrect"":false},{""id"":""d"",""text"":"":has()는 현재 브라우저에서 지원되지 않는 실험적 기능이다"",""isCorrect"":false}]",a,:has()는 CSS의 '부모 선택자' 역할을 하는 획기적인 기능입니다.,오랫동안 CSS에서 불가능했던 '자식 요소의 상태에 따라 부모를 선택하는 것'을 가능하게 합니다.,":has() 선택자는 CSS에서 오랫동안 요청되어 온 '부모 선택자'의 역할을 합니다. 인자로 전달된 선택자와 일치하는 자식/후손 요소가 있는 경우 해당 부모를 선택합니다. 예제에서 .card:has(> img)는 직계 자식으로 img가 있는 .card를, .form-group:has(:invalid)는 유효하지 않은 입력 필드를 포함하는 .form-group을 선택합니다.",null,https://developer.mozilla.org/ko/docs/Web/CSS/:has,true,0,0,2026-02-23 06:46:10.455396+00
47afe676-83d7-4f7a-bdb9-67fbe38bf3fb,code_output,web_fundamentals,performance,7,다음 코드에서 렌더링 성능 문제의 원인과 해결 방법은?,,"function updateLayout() {
  const elements = document.querySelectorAll('.item');
  elements.forEach(el => {
    const height = el.offsetHeight; // 읽기
    el.style.height = (height * 2) + 'px'; // 쓰기
  });
}",javascript,"[{""id"":""a"",""text"":""querySelectorAll이 느려서 발생하는 문제이다"",""isCorrect"":false},{""id"":""b"",""text"":""강제 리플로우(Layout Thrashing)가 루프마다 발생한다"",""isCorrect"":true},{""id"":""c"",""text"":""forEach가 for문보다 느려서 발생하는 문제이다"",""isCorrect"":false},{""id"":""d"",""text"":""offsetHeight 접근 자체가 비효율적이다"",""isCorrect"":false}]",b,DOM의 읽기와 쓰기 작업이 반복문 안에서 교대로 일어나고 있습니다.,브라우저는 스타일 변경 후 레이아웃 속성을 읽으면 즉시 레이아웃을 재계산해야 합니다. 이것이 루프 내에서 반복되면 심각한 성능 저하가 발생합니다.,"이 코드는 Layout Thrashing(강제 동기 리플로우)을 유발합니다. 루프 내에서 offsetHeight(읽기)와 style.height(쓰기)가 교대로 실행되면, 매 반복마다 브라우저가 레이아웃을 강제로 재계산합니다. 해결 방법은 읽기와 쓰기를 분리하는 것입니다.","// 개선: 읽기와 쓰기를 분리
function updateLayout() {
  const elements = document.querySelectorAll('.item');
  // 1단계: 모든 읽기 작업
  const heights = Array.from(elements).map(el => el.offsetHeight);
  // 2단계: 모든 쓰기 작업
  elements.forEach((el, i) => {
    el.style.height = (heights[i] * 2) + 'px';
  });
}",https://web.dev/avoid-large-complex-layouts-and-layout-thrashing/,true,0,0,2026-02-23 06:46:09.912366+00
6011412d-7951-4349-9991-11aba176c70c,true_false,css,css_in_js,7,"CSS-in-JS 라이브러리(styled-components, emotion)는 Next.js App Router의 서버 컴포넌트에서 기본적으로 사용할 수 없다.",,null,typescript,"[{""id"":""true"",""text"":""참 (True)"",""isCorrect"":true},{""id"":""false"",""text"":""거짓 (False)"",""isCorrect"":false}]",true,CSS-in-JS 라이브러리는 런타임에 JavaScript가 실행되어야 스타일을 생성합니다.,"서버 컴포넌트는 클라이언트에서 JavaScript가 실행되지 않으므로, 런타임 CSS-in-JS와 호환되지 않습니다.","styled-components, emotion 등 런타임 CSS-in-JS 라이브러리는 JavaScript 런타임에서 스타일을 생성하고 주입합니다. 서버 컴포넌트는 서버에서만 렌더링되고 클라이언트에 JavaScript가 전송되지 않으므로, 이러한 라이브러리를 직접 사용할 수 없습니다. 사용하려면 'use client' 지시문이 필요하거나, CSS Modules, Tailwind CSS 같은 제로 런타임 솔루션을 사용해야 합니다.",null,https://nextjs.org/docs/app/building-your-application/styling/css-in-js,true,0,0,2026-02-23 06:46:09.912366+00
a3bec8fa-2f60-4d52-af72-c64ba991fcd4,multiple_choice,web_fundamentals,security,7,Content Security Policy(CSP)의 'nonce' 기반 스크립트 허용 방식의 원리는 무엇인가요?,,Content-Security-Policy: script-src 'nonce-abc123',html,"[{""id"":""a"",""text"":""모든 인라인 스크립트를 허용한다"",""isCorrect"":false},{""id"":""b"",""text"":""특정 도메인의 스크립트만 허용한다"",""isCorrect"":false},{""id"":""c"",""text"":""서버에서 생성한 일회용 토큰과 일치하는 스크립트만 실행을 허용한다"",""isCorrect"":true},{""id"":""d"",""text"":""스크립트의 해시값을 검증하여 허용한다"",""isCorrect"":false}]",c,nonce는 'number used once'의 약자입니다.,"서버가 매 요청마다 고유한 랜덤 값을 생성하고, 그 값을 가진 스크립트만 실행을 허용합니다.","CSP nonce 방식에서는 서버가 매 요청마다 고유한 랜덤 토큰(nonce)을 생성합니다. 이 nonce 값이 CSP 헤더와 script 태그의 nonce 속성에 동일하게 설정된 스크립트만 실행됩니다. 공격자는 nonce 값을 미리 알 수 없으므로, 인라인 스크립트 인젝션 공격을 방지할 수 있습니다.","<!-- 서버가 nonce를 동적으로 생성 -->
<script nonce=""abc123"">
  // 이 스크립트는 실행됨
  console.log('허용된 스크립트');
</script>

<!-- nonce가 없는 인라인 스크립트는 차단됨 -->
<script>
  console.log('차단된 스크립트');
</script>",https://developer.mozilla.org/ko/docs/Web/HTTP/CSP,true,0,0,2026-02-23 06:46:09.912366+00
8701b275-e1d0-4b36-b97a-b1e57c48b577,code_output,nextjs,data_fetching,7,다음 Next.js Server Action 코드에서 발생할 수 있는 문제는 무엇인가요?,,"// app/actions.ts
'use server';

export async function deleteUser(userId: string) {
  await db.user.delete({ where: { id: userId } });
  revalidatePath('/users');
}

// app/users/page.tsx
export default function UsersPage() {
  return (
    <form action={deleteUser.bind(null, user.id)}>
      <button type=""submit"">삭제</button>
    </form>
  );
}",typescript,"[{""id"":""a"",""text"":""Server Action은 form의 action에 사용할 수 없다"",""isCorrect"":false},{""id"":""b"",""text"":""userId가 클라이언트에 노출되어 사용자가 다른 ID로 변조할 수 있는 보안 문제"",""isCorrect"":true},{""id"":""c"",""text"":""revalidatePath가 Server Action 내에서 작동하지 않는다"",""isCorrect"":false},{""id"":""d"",""text"":""bind 메서드를 Server Action에 사용할 수 없다"",""isCorrect"":false}]",b,Server Action에 bind로 전달되는 인자가 클라이언트 HTML에 어떻게 나타나는지 생각해보세요.,bind로 전달된 userId는 hidden input으로 직렬화되어 클라이언트에 노출됩니다. 사용자가 이 값을 변경할 수 있습니다.,Server Action에 bind로 전달된 인자는 HTML의 hidden field로 직렬화됩니다. 악의적인 사용자가 개발자 도구로 userId를 다른 사용자의 ID로 변경하면 권한 없이 삭제가 가능합니다. 반드시 Server Action 내부에서 현재 사용자의 권한을 검증(authorization check)해야 합니다.,"// 안전한 방식
'use server';
import { auth } from '@/lib/auth';

export async function deleteUser(userId: string) {
  const session = await auth();
  if (!session || session.user.role !== 'admin') {
    throw new Error('Unauthorized');
  }
  await db.user.delete({ where: { id: userId } });
  revalidatePath('/users');
}",https://nextjs.org/docs/app/building-your-application/data-fetching/server-actions-and-mutations#security,true,0,0,2026-02-23 06:46:10.455396+00
41a7eeae-c8cd-4262-a380-98828d0c33d5,multiple_choice,nextjs,routing,1,Next.js App Router에서 공유 레이아웃을 정의하는 파일은 무엇인가요?,여러 페이지에서 공통으로 사용되는 네비게이션 바나 사이드바를 정의하는 파일에 대한 질문입니다.,null,typescript,"[{""id"":""a"",""text"":""template.tsx"",""isCorrect"":false},{""id"":""b"",""text"":""layout.tsx"",""isCorrect"":true},{""id"":""c"",""text"":""page.tsx"",""isCorrect"":false},{""id"":""d"",""text"":""wrapper.tsx"",""isCorrect"":false}]",b,이 파일은 하위 라우트들 사이에서 공유되는 UI를 정의합니다.,페이지 간 이동 시에도 상태가 유지되며 리렌더링되지 않는 것이 특징입니다.,layout.tsx는 여러 페이지에서 공유되는 UI를 정의하는 파일입니다. 네비게이션이 진행되어도 레이아웃은 상태를 보존하고 리렌더링되지 않습니다. template.tsx는 비슷하지만 매 네비게이션마다 새 인스턴스가 생성됩니다.,"// app/layout.tsx
export default function RootLayout({ children }: { children: React.ReactNode }) {
  return (
    <html lang=""ko"">
      <body>
        <nav>공통 네비게이션</nav>
        {children}
      </body>
    </html>
  );
}",https://nextjs.org/docs/app/building-your-application/routing/layouts-and-templates,true,0,0,2026-02-23 06:46:10.455396+00
896c6069-b36c-44ca-b868-cba2222d3811,code_output,nextjs,caching,8,다음 Next.js 코드에서 unstable_cache와 일반 fetch 캐시의 동작 차이는 무엇인가요?,,"import { unstable_cache } from 'next/cache';

// 방법 1: fetch 캐시
async function getData1() {
  const res = await fetch('https://api.example.com/data', {
    next: { tags: ['data'], revalidate: 60 }
  });
  return res.json();
}

// 방법 2: unstable_cache
const getData2 = unstable_cache(
  async () => {
    const data = await db.query('SELECT * FROM posts');
    return data;
  },
  ['posts-cache-key'],
  { tags: ['data'], revalidate: 60 }
);",typescript,"[{""id"":""a"",""text"":""두 방법 모두 동일하게 HTTP 캐시를 사용한다"",""isCorrect"":false},{""id"":""b"",""text"":""unstable_cache는 fetch가 아닌 데이터 소스(DB, ORM 등)의 결과를 Data Cache에 저장할 수 있다"",""isCorrect"":true},{""id"":""c"",""text"":""unstable_cache만 revalidateTag로 무효화할 수 있다"",""isCorrect"":false},{""id"":""d"",""text"":""fetch 캐시가 unstable_cache보다 항상 빠르다"",""isCorrect"":false}]",b,"fetch 캐시는 HTTP 요청에 한정되지만, unstable_cache는 다른 데이터 소스에도 적용 가능합니다.","DB 쿼리, ORM 호출 등 fetch를 사용하지 않는 데이터 접근 패턴에서 캐싱이 필요할 때 유용합니다.","Next.js의 fetch 확장 캐시는 HTTP 요청에만 적용됩니다. 반면 unstable_cache는 데이터베이스 쿼리, ORM 호출 등 fetch를 사용하지 않는 모든 비동기 함수의 결과를 Next.js Data Cache에 저장할 수 있습니다. 두 방법 모두 tags를 지정하여 revalidateTag로 무효화할 수 있으며, 시간 기반 재검증도 동일하게 지원합니다.",null,https://nextjs.org/docs/app/api-reference/functions/unstable_cache,true,0,0,2026-02-23 06:46:10.455396+00
